creative_id,creative_name,object_type,video_id,effective_object_story_id,effective_instagram_media_id,title_headline,cta,link_url,product_set_id,body_primary_text,source
1069211098994928,PASTRY_TEST_W4_18_HYALURONIC_HAND_CARE_17895285492330802 2026-08-05-9b5d1b18fe05bbf8456622,VIDEO,1354177509656817,116534118031737_1034009536289142,17979766230098990,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,"Dry, rough hands? This is your sign to upgrade your hand care routine ✨The Pastry Skincare Hyaluronic Acid Hand Cream is formulated with Hyaluronic Acid, Shea Butter, petroleum jelly, and collagen-supporting ingredients to help deeply hydrate, nourish, and keep hands looking soft, smooth, and firm.  Shop online or instore @beautyontapp   #pastryskincare #fyp #handcare #firmskin",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1078726171766785,PASTRY_TEST_W2_6_INNER-THIGH_ROUTINE_18102207944107795 2026-08-05-fc6b551fad41bf59c5a4261c,VIDEO,2555843638218482,116534118031737_1033977636292332,18362479630212526,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,Say goodbye to stubborn pigmentation on your inner thighs when you add these products to the Glycolic Acid Body Wash and Niacinamide Body Lotion combo 💫💚 Shop Pastry Skincare on www.pastryskincare.co.za and @beautyontapp 🛒 #fyp,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1105133075290115,PASTRY_TEST_W1_2_UNDERARM_PIGMENTATION_AND_SWEAT_18110742607583088 2026-08-05-b1e24cd48640,VIDEO,1376924207957298,116534118031737_1033971109626318,18348472762247625,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,Dark underarms but you sweat a lot? There’s a way to target both with this hack with the Anti-pigmentation deodorant ✨  🛍️ Shop online or in store @beautyontapp   #pastryskincare #fyp #darkunderarms,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1256482663222241,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828__W6_01__ANTI_PIGMENTATION_DEOD,VIDEO,1036536699259074,116534118031737_1053776134312482,18108041942171730,Anti-pigmentation deodorant,SHOP_NOW,NOT IN SOURCE (post-native link),,Explore Pastry Skincare Anti-Pigmentation Deodorant. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees are calculated at checkout; duties and import fees may apply.,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1297965305546009,PASTRY_TEST_W4_17_ROUGH-BUMP_ROUTINE_18073328642536924 2026-08-05-e4b3d7fb46a80aaf79b701e8,VIDEO,1250369430507064,116534118031737_1034009292955833,18087857618645491,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,"Picking at those bumps won’t make them go away. Focus on ingredients that help smooth and support the skin instead — likeSalicylic acid, Niacinamide, and targeted treatments used consistently.  🛍️Shop Pastry Skincare online or in store @beautyontapp   #keratosispilaris #bodyskincare #skincaretips #smoothskin #pastryskincare",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1381536034157626,PASTRY_TEST_W5_22_ANTI-PIGMENT_HAND_CREAM_17917436073164929 2026-08-05-f6199926bf6588fa2cc,VIDEO,1503052235196929,116534118031737_1034010426289053,18114829018731601,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,"She said it best ✨ Lightweight, nourishing, packed with Niacinamide + SPF 30 protection and a lovely fragrance 🖐🏽 Our Anti-Pigment Hand Cream is a must-have.  #PastrySkincare #HandCream #Niacinamide #handcare",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1389786629919253,PASTRY_TEST_W2_10_PREMIUM_BODY-WASH_FAQ_17987903375994481 2026-08-05-05cf1eac639d88c6e7cf7,VIDEO,1937680153565157,116534118031737_1034007999622629,17948069391039064,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,Your questions about our new premium body wash answered by an esthetician ✨ from who it’s for and the skin concerns it targets. Here’s everything you need to know 💧  🛍️ Shop online or instore @beautyontapp   #pastryskincare #skincaretips #fyp #faq,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1437229525106020,The Pastry Premium Body Wash  has officially landed in store @beautyontapp ✨ so we had to ,VIDEO,1043316661542279,116534118031737_1043316661542279,17929594761095845,NOT IN SOURCE,VIEW_INSTAGRAM_PROFILE,NOT IN SOURCE (post-native link),,The Pastry Premium Body Wash  has officially landed in store @beautyontapp ✨ so we had to go instore and get some first impressions. From the Blackcurrant cordial scent to the luxurious feel on the skin. Safe to say the reactions said it all ✨  🛒Available online and instore @beautyontapp   #pastryskincare #beautyontapp #bodycare #fyp,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1451951969918331,Pastry Skincare South Africa|Brightening & Sensitive Skin Solutions 2026-03-11-2a4fcf29801,SHARE,NOT IN SOURCE,116534118031737_909121048777992,17982298493806433,Pastry Skincare South Africa|Brightening & Sensitive Skin Solutions,LEARN_MORE,NOT IN SOURCE (post-native link),,,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1483521409561432,Not a single lie 🤫 These two products are our best sellers for a reason and are often boug,VIDEO,1529064368707257,116534118031737_1529064368707257,NOT IN SOURCE,NOT IN SOURCE,NOT IN SOURCE,NOT IN SOURCE (post-native link),,,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1487817019559391,"Salicylic Acid + Vitamin C = your go-to duo for clearer, brighter skin ✨🍊

This powerful c",VIDEO,25861228210220968,116534118031737_25861228210220968,18088093730346995,NOT IN SOURCE,SHOP_NOW,NOT IN SOURCE (post-native link),,"Salicylic Acid + Vitamin C = your go-to duo for clearer, brighter skin ✨🍊  This powerful combination helps exfoliate, unclog pores, and visibly fade blemishes and burn marks—revealing a smoother, more radiant glow. Hear it from one of our dolls who tried and loved this exfoliating + brightening combo 💫  Thank you @zinzilejiyane for the review and loyalty 💚✨  Shop now on www.pastryskincare.co.za an",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1509938747279557,Hyperpigmentation 2026-06-06-756d3e35ae311e5885af306862ae6a8e,SHARE,NOT IN SOURCE,116534118031737_982042001485896,NOT IN SOURCE,Hyperpigmentation,SHOP_NOW,NOT IN SOURCE (post-native link),1689686838523869,,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1518404276410484,"A power ingredient combo that works overtime to help brighten dark underarms 😍 

Shop our ",VIDEO,1718417109178336,116534118031737_1718417109178336,18098153824905713,NOT IN SOURCE,VIEW_INSTAGRAM_PROFILE,NOT IN SOURCE (post-native link),,A power ingredient combo that works overtime to help brighten dark underarms 😍   Shop our range and lots more on our website or at any @beautyontapp store 🛒🩷 #skin #skincare #fyp,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1533675107938826,PASTRY_TEST_W4_16_PRODUCT-PAIRING_TECHNIQUE_17972766057048086 2026-08-05-5eeb6db30361d6459,VIDEO,1645984360460973,116534118031737_1034009092955853,18057307034782080,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,These products work better when you use them pair them correctly and sometimes it’s about how you apply them ✨  🛍️Shop online or instore @beautyontapp   #pastryskincare #skincaretips #bodycare #fyp,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1535307781176899,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828__W6_03__BRIGHTENING_BODY_CARE_,VIDEO,1434837162027961,116534118031737_1053776374312458,18107225423144345,Brightening body-care reset,SHOP_NOW,NOT IN SOURCE (post-native link),,Build a brightening body-care reset with Pastry Skincare. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees are calculated at checkout; duties and import fees may apply.,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1542319103969645,"She said it best ✨ Lightweight, nourishing, packed with Niacinamide + SPF 30 protection an",VIDEO,999896326092090,116534118031737_999896326092090,17892363399551598,NOT IN SOURCE,NOT IN SOURCE,NOT IN SOURCE (post-native link),,,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1583181246838108,PASTRY_CHALLENGER_DRY_BRUSHING_HYPERPIGMENTATION_20260814 2026-08-14-58b5a3d527fb2c8381873,VIDEO,1587207956355921,116534118031737_1041827215507374,18007465448764457,Shop Hyperpigmentation Care,SHOP_NOW,NOT IN SOURCE (post-native link),,"A simple 3-step dry-brushing routine to support smoother, more even-looking skin. Shop Pastry's hyperpigmentation collection below. 💚",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1583817143389284,PASTRY_CHALLENGER_STRETCHMARKS_COLLECTION_20260814 2026-08-14-b3101451b7467d983f86ccaa6ecf,VIDEO,885855224329058,116534118031737_1041827195507376,18111724246804433,Shop Stretch Mark Care,SHOP_NOW,NOT IN SOURCE (post-native link),,"A simple, consistent routine for the appearance of stretch marks—during pregnancy, postpartum or anytime. Shop Pastry's stretch-mark collection below. ✨",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1630677048061128,{{product.name}} 2026-03-11-c2ecba30c56af9827b7749153e11cb09,SHARE,NOT IN SOURCE,116534118031737_909121352111295,18100256381023152,{{product.name}},SHOP_NOW,NOT IN SOURCE (post-native link),1689686838523869,Ready to restock? Your skin loved it the first time. 💚  Discover more from Pastry Skincare — science-backed body care made for melanin-rich skin. Your routine just got an upgrade.  Proudly South African. 100% Black female-owned.  Shop now at pastryskincare.co.za,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1635050247942247,Pastry Skincare South Africa|Brightening & Sensitive Skin Solutions 2026-03-11-b6235d5be37,SHARE,NOT IN SOURCE,116534118031737_909120932111337,18109564912759297,Pastry Skincare South Africa|Brightening & Sensitive Skin Solutions,LEARN_MORE,NOT IN SOURCE (post-native link),,,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1649439496393735,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828__W5_05__BIKINI_LINE_ROUTINE__D,VIDEO,1074202545192821,116534118031737_1053775994312496,17946071493057906,Bikini-line routine,SHOP_NOW,NOT IN SOURCE (post-native link),,Explore a three-step Pastry Skincare body-care routine for the bikini line. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees are calculated at checkout; duties and import fees may apply.,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1661405598251187,"A trip for stretch marks, whether you’re pregnant, postpartum or simply looking to improve",VIDEO,983231577847209,116534118031737_983231577847209,18585152830028876,NOT IN SOURCE,SHOP_NOW,NOT IN SOURCE (post-native link),,"A trip for stretch marks, whether you’re pregnant, postpartum or simply looking to improve the appearance of stretch marks. This routine keeps it simple and consistent ✨  🛒 Shop online or instore @beautyontapp   #pastryskincare #fyp #stretchmarks #skincaretips",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1672356397190835,PASTRY_WINNER_FIVE_YEARS_EVERGREEN_20260814 2026-08-14-5023d02999852b59b66453e0605bd88f,VIDEO,3444115785767368,116534118031737_3444115785767368,17951195124249902,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,"Five years of Pastry Skincare — and still keeping you guessing. Is it lotion or cake? Watch the reveal, then shop the Pastry range.",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1673149103765536,PASTRY_TEST_W3_12_BODY-ACNE_SOLUTION_17999035397957060 2026-08-05-fe86620d0967e121b5e00b1a,VIDEO,1024884870346149,116534118031737_1034008289622600,17894570910595157,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,Your body acne skin solution 🧴  Shop on www.pastryskincare.co.za and @beautyontapp ✨  #fyp #skincare #pastryskincare #bodyacne,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1738342593737521,PASTRY_TEST_W3_15_TOP_FIVE_BEST_SELLERS_18091417490097031 2026-08-05-af20dd909f6a491310ab3,VIDEO,1616827743571675,116534118031737_1034008822955880,17901773928549544,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,Here are our top 5 best sellers and why these products fly off of our shelves 💫  Shop online or in store @beautyontapp 🛍️  #pastryskincare #bodycare #fyp #skincare,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1754580525794575,PASTRY_TEST_W3_14_UNDERARM_ROUTINE_18326815609264405 2026-08-05-bc9ccd3c72dba4c17b60cda09c,VIDEO,1211001868769387,116534118031737_1034008696289226,17954894079204205,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,"Smooth, bright underarms start with the right routine ✨ From cleansing and exfoliating to protecting your skin after shaving, consistency is key for soft, even-toned underarms.  🛒Shop online or instore @beautyontapp   #PastrySkincare #UnderarmCare #Hyperpigmentation #BodyCare #SkincareRoutine",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1759622798395052,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828__W4_01__BODY_CARE_PAIRING__DHL,VIDEO,1593719419079376,116534118031737_1053775384312557,17942244288301078,Body-care pairing,SHOP_NOW,NOT IN SOURCE (post-native link),,See how Pastry Skincare body-care products can be layered in a consistent routine. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees are calculated at checkout; duties and import fees may apply.,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1760670345281405,PASTRY_TEST_W3_13_BODY-SPECIFIC_SERUM_18104046586750753 2026-08-05-07fda8f4f588e4911495c41,VIDEO,1040029292069207,116534118031737_1034008546289241,18101142794223347,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,"Using facial serums on your body? That’s a hard no, dolls and gents ❌ Your body needs products formulated specifically for its thicker skin.  Instead, try the Overnight Body Balm — it’s excellent for targeting hyperpigmentation and fading blemishes. Packed with a powerful blend of active ingredients, it works overnight to help you achieve clearer, smoother, and more even-toned skin. Shop on www.pa",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1764652124674355,PASTRY_TEST_W6_29_NIACINAMIDE_BODY_MIST_18016696415654230 2026-08-05-590207d603ab2b290efb9,VIDEO,2221698178653211,116534118031737_1034013002955462,18182829139405350,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,"An underrated glow essential ✨This Niacinamide Body Mist hydrates, refreshes and helps even out skin tone while keeping skin glowing all day on your face and body 💧  🛒 Shop online or instore @beautyontapp   #pastryskincare ##skincaretips #fyp #bodymist",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1771671714201619,We are turning 5 this year and we want introduce something new… Pastry Premium ✨we’ve been,VIDEO,1338501304936209,116534118031737_1338501304936209,18152857339474502,NOT IN SOURCE,VIEW_INSTAGRAM_PROFILE,NOT IN SOURCE (post-native link),,We are turning 5 this year and we want introduce something new… Pastry Premium ✨we’ve been cooking something super special for you  dolls and gents 🤗 Launching this Friday 22 May ✨  #pastryskincare #fyp #pastrypremium #newin,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1785081939314835,PASTRY_TEST_W6_28_SUNDAY_BRIGHTENING_RESET_17881765914398772 2026-08-05-bb0270e580cec9da98,VIDEO,4644644882439368,116534118031737_1034012729622156,17883648963676850,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,"POV: Your Sunday reset, but make it about brightening ✨ A gentle routine that focuses on improving the look of hyperpigmentation over time — with consistency. Starting with a Glycolic acid body wash to exfoliate, followed by a Niacinamide lotion to support an even-looking tone, and finishing off with a Vitamin C brightening oil for that glow.  Shop these essentials online and in-store @beautyontap",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1823463661680081,Pastry Skincare South Africa|Brightening & Sensitive Skin Solutions 2026-03-11-4600ddbc4fe,SHARE,NOT IN SOURCE,116534118031737_909120925444671,18092985185039002,Pastry Skincare South Africa|Brightening & Sensitive Skin Solutions,LEARN_MORE,NOT IN SOURCE (post-native link),,,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
1947244519285771,PASTRY_TEST_W4_20_MINI-KIT_VALUE_18110764735959487 2026-08-05-9139f8041c5d819a4207fe6d41cc,VIDEO,2900580376962228,116534118031737_1034009956289100,18401451904091886,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,Body hyperpigmentation gworls - come to the front 💚 Here’s a Pastry Skincare kit worth your money 🤭 Shop our minis on www.pastryskincare.co.za and @beautyontapp  #fyp #pastryskincare,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
2000824997974370,PASTRY_TEST_W1_5_HAND_CREAMS_BY_NEED_18088164878137902 2026-08-05-9d83df3c204bdd25c88afadf,VIDEO,1393923599331521,116534118031737_1033977399625689,18109345202471107,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,Get to know our actives powered hand creams and when. You should be using each Pastry Skincare handcream ✨  Shop online or instore @beautyontapp 🛍️  #pastryskincare #handcream #handcare,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
2029084745161865,"The perfect gift for yourself or a loved one 😍

Our limited edition festive duo kits have ",VIDEO,1718159162937839,116534118031737_1718159162937839,18086327558629012,NOT IN SOURCE,SEE_DETAILS,NOT IN SOURCE (post-native link),,"The perfect gift for yourself or a loved one 😍  Our limited edition festive duo kits have been carefully curated to cater to your skin and to make shopping Pastry much easier for you! This specific kit helps target hyperpigmentation on your skin while leaving your skin smooth and with that Pastry Glow ✨   Shop our festive duo kits online, @beautyontapp, @weare_egg and @africarisestore 🎁 🛒 #skin #s",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
2029900707640980,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828__W6_04__NIACINAMIDE_BODY_MIST_,VIDEO,1593896072410117,116534118031737_1053776467645782,18387364795161272,Niacinamide body mist,SHOP_NOW,NOT IN SOURCE (post-native link),,Add lightweight Niacinamide and Hyaluronic Acid hydration to a face-and-body routine. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees are calculated at checkout; duties and import fees may apply.,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
2050311515844483,PASTRY_TEST_W1_1_SALICYLIC_ACID_PLUS_VITAMIN_C_17980098578992167 2026-08-05-01e5b91df85c92,VIDEO,1794498635041481,116534118031737_1033971016292994,18099052280209045,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,"Salicylic Acid + Vitamin C = your go-to duo for clearer, brighter skin ✨🍊  This powerful combination helps exfoliate, unclog pores, and visibly fade blemishes and burn marks—revealing a smoother, more radiant glow. Hear it from one of our dolls who tried and loved this exfoliating + brightening combo 💫  Thank you @zinzilejiyane for the review and loyalty 💚✨  Shop now on www.pastryskincare.co.za an",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
2054183895530318,"She said it best ✨ Lightweight, nourishing, packed with Niacinamide + SPF 30 protection an",VIDEO,1721080102247841,116534118031737_1721080102247841,18327470974255215,NOT IN SOURCE,VIEW_INSTAGRAM_PROFILE,NOT IN SOURCE (post-native link),,"She said it best ✨ Lightweight, nourishing, packed with Niacinamide + SPF 30 protection and a lovely fragrance 🖐🏽 Our Anti-Pigment Hand Cream is a must-have.  #PastrySkincare #HandCream #Niacinamide #handcare",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
2101839031212801,PASTRY_TEST_W2_7_KERATOSIS-PILARIS_ROUTINE_18075601187329451 2026-08-05-5f8969b0d15fd6b97e,VIDEO,1028459383291355,116534118031737_1033977799625649,18480202000108225,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,"Consistency is key! Smoother, brighter skin starts with the right routine.✨🧴  🛍️Shop the Pastry Skincare Keratosis Pilaris routine online at www.pastryskincare.co.za or visit us in-store at @beautyontapp   #KeratosisPilaris #ChickenSkin #BodyCareRoutine #BodySkincare #SmoothSkin",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
2128451841880866,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828__W4_02__ROUGH_BUMP_ROUTINE__DH,VIDEO,4002241086579018,116534118031737_1053775440979218,18093283556539150,Rough-bump routine,SHOP_NOW,NOT IN SOURCE (post-native link),,"Explore a targeted Pastry Skincare routine for rough, bumpy-looking body texture. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees are calculated at checkout; duties and import fees may apply.",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
2137843480105917,PASTRY_TEST_W1_4_STRETCH-MARK_ROUTINE_18082188059569414 2026-08-05-b07e29f5569aff3bf44006e,VIDEO,1279828150741897,116534118031737_1033977216292374,18117519449506692,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,"A trip for stretch marks, whether you’re pregnant, postpartum or simply looking to improve the appearance of stretch marks. This routine keeps it simple and consistent ✨  🛒 Shop online or instore @beautyontapp   #pastryskincare #fyp #stretchmarks #skincaretips",ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
2141198163103531,PASTRY_WINNER_SALICYLIC_VITC_EXACT_20260814 2026-08-14-9273c2bd91c708b577f88a371f357c15,VIDEO,1716832676218332,116534118031737_1716832676218332,18089893955557030,Shop Salicylic Acid + Vitamin C,SHOP_NOW,NOT IN SOURCE (post-native link),,Salicylic Acid + Vitamin C — a body-care duo for exfoliating and brightening. Shop the Salicylic Acid Body Wash and Vitamin C Body Cream together from this page.,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
2276491979765953,PASTRY_TEST_W5_23_YOUTHFUL_EVEN-TONED_HAND_ROUTINE_17985939989841013 2026-08-05-696be77c37,VIDEO,2925957237759333,116534118031737_1034011742955588,17904472326308106,Shop Pastry Skincare,SHOP_NOW,NOT IN SOURCE (post-native link),,The hands speak for themselves 🤌🏾💚 Here’s how to maintain youthful and even toned hands using Pastry Skincare products 💚 Shop these products on www.pastryskincare.co.za and @beautyontapp 🛒 #fyp #beauty #skincare #handroutine,ads_get_creatives creative_ids batch 2026-09-06 10:35 UTC
