creative_id,asset_type,video_id,page_post_id,instagram_media_id,permalink,publication_time,duration_s,concept,verified_product,caption_excerpt,cta,evidence_coverage,organic_results,source
1451951969918331,SHARE,NOT IN SOURCE,116534118031737_909121048777992,17982298493806433,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,,LEARN_MORE,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1483521409561432,VIDEO,1529064368707257,116534118031737_1529064368707257,NOT IN SOURCE,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,,NOT IN SOURCE,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1487817019559391,VIDEO,25861228210220968,116534118031737_25861228210220968,18088093730346995,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Salicylic Acid + Vitamin C original post (customer review),Salicylic Acid Body Wash + Vitamin C Body Cream,"Salicylic Acid + Vitamin C = your go-to duo for clearer, brighter skin ✨🍊  This powerful combination helps exfoliate, unclog pores, and visibly fade blemishes a",SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1509938747279557,SHARE,NOT IN SOURCE,116534118031737_982042001485896,NOT IN SOURCE,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1518404276410484,VIDEO,1718417109178336,116534118031737_1718417109178336,18098153824905713,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Power ingredient combo for dark underarms (boost),Anti Pigmentation Deodorant,A power ingredient combo that works overtime to help brighten dark underarms 😍   Shop our range and lots more on our website or at any @beautyontapp store 🛒🩷 #s,VIEW_INSTAGRAM_PROFILE,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1533675107938826,VIDEO,1645984360460973,116534118031737_1034009092955853,18057307034782080,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,These products work better when you use them pair them correctly and sometimes it’s about how you apply them ✨  🛍️Shop online or instore @beautyontapp   #pastry,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1535307781176899,VIDEO,1434837162027961,116534118031737_1053776374312458,18107225423144345,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,Build a brightening body-care reset with Pastry Skincare. Shop online at pastryskincare.co.za. DHL Express international delivery is available. Delivery fees ar,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1542319103969645,VIDEO,999896326092090,116534118031737_999896326092090,17892363399551598,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,"Anti-Pigment Hand Cream SPF30 testimonial (""hand cream everyone needs"")",Anti-Pigment Hand Cream SPF30 75ml (catalogue: OUT OF STOCK 2026-09-06),,NOT IN SOURCE,paid metrics (ad level) + static preview frame,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1583181246838108,VIDEO,1587207956355921,116534118031737_1041827215507374,18007465448764457,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,3-step dry-brushing routine for body hyperpigmentation (challenger recut),Hyperpigmentation collection,"A simple 3-step dry-brushing routine to support smoother, more even-looking skin. Shop Pastry's hyperpigmentation collection below. 💚",SHOP_NOW,paid metrics (ad level) + static preview frame,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1583817143389284,VIDEO,885855224329058,116534118031737_1041827195507376,18111724246804433,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Stretch-mark routine (challenger recut),Stretch-mark collection,"A simple, consistent routine for the appearance of stretch marks—during pregnancy, postpartum or anytime. Shop Pastry's stretch-mark collection below. ✨",SHOP_NOW,paid metrics (ad level) + static preview frame,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1630677048061128,SHARE,NOT IN SOURCE,116534118031737_909121352111295,18100256381023152,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,"DPA catalogue ad: ""Ready to restock?"" past-purchaser copy",All Products set 1689686838523869,Ready to restock? Your skin loved it the first time. 💚  Discover more from Pastry Skincare — science-backed body care made for melanin-rich skin. Your routine j,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1635050247942247,SHARE,NOT IN SOURCE,116534118031737_909120932111337,18109564912759297,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,,LEARN_MORE,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1649439496393735,VIDEO,1074202545192821,116534118031737_1053775994312496,17946071493057906,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,Explore a three-step Pastry Skincare body-care routine for the bikini line. Shop online at pastryskincare.co.za. DHL Express international delivery is available,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1661405598251187,VIDEO,983231577847209,116534118031737_983231577847209,18585152830028876,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,A trip for stretch marks (June repost),Stretch marks routine,"A trip for stretch marks, whether you’re pregnant, postpartum or simply looking to improve the appearance of stretch marks. This routine keeps it simple and con",SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1672356397190835,VIDEO,3444115785767368,116534118031737_3444115785767368,17951195124249902,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Five years evergreen: is it lotion or cake?,Range,"Five years of Pastry Skincare — and still keeping you guessing. Is it lotion or cake? Watch the reveal, then shop the Pastry range.",SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1673149103765536,VIDEO,1024884870346149,116534118031737_1034008289622600,17894570910595157,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,POV: choosing a routine for body acne (three body washes),Lactic / Salicylic / Glycolic Acid Body Wash,Your body acne skin solution 🧴  Shop on www.pastryskincare.co.za and @beautyontapp ✨  #fyp #skincare #pastryskincare #bodyacne,SHOP_NOW,paid metrics (ad level) + static preview frame,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1738342593737521,VIDEO,1616827743571675,116534118031737_1034008822955880,17901773928549544,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Top five best sellers,Range,Here are our top 5 best sellers and why these products fly off of our shelves 💫  Shop online or in store @beautyontapp 🛍️  #pastryskincare #bodycare #fyp #skinc,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1754580525794575,VIDEO,1211001868769387,116534118031737_1034008696289226,17954894079204205,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Underarm routine,Anti Pigmentation Deodorant + washes,"Smooth, bright underarms start with the right routine ✨ From cleansing and exfoliating to protecting your skin after shaving, consistency is key for soft, even-",SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1759622798395052,VIDEO,1593719419079376,116534118031737_1053775384312557,17942244288301078,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,See how Pastry Skincare body-care products can be layered in a consistent routine. Shop online at pastryskincare.co.za. DHL Express international delivery is av,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1760670345281405,VIDEO,1040029292069207,116534118031737_1034008546289241,18101142794223347,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,"""Wasting money using serums on your body"" (BHA Overnight Body Balm)",BHA Overnight Body Balm 200ml,"Using facial serums on your body? That’s a hard no, dolls and gents ❌ Your body needs products formulated specifically for its thicker skin.  Instead, try the O",SHOP_NOW,paid metrics (ad level) + static preview frame,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1764652124674355,VIDEO,2221698178653211,116534118031737_1034013002955462,18182829139405350,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,"An underrated glow essential ✨This Niacinamide Body Mist hydrates, refreshes and helps even out skin tone while keeping skin glowing all day on your face and bo",SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1771671714201619,VIDEO,1338501304936209,116534118031737_1338501304936209,18152857339474502,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,We are turning 5: Pastry Premium teaser (boost),Pastry Premium,We are turning 5 this year and we want introduce something new… Pastry Premium ✨we’ve been cooking something super special for you  dolls and gents 🤗 Launching ,VIEW_INSTAGRAM_PROFILE,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1785081939314835,VIDEO,4644644882439368,116534118031737_1034012729622156,17883648963676850,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,"POV: Your Sunday reset, but make it about brightening ✨ A gentle routine that focuses on improving the look of hyperpigmentation over time — with consistency. S",SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1823463661680081,SHARE,NOT IN SOURCE,116534118031737_909120925444671,18092985185039002,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,,LEARN_MORE,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
1947244519285771,VIDEO,2900580376962228,116534118031737_1034009956289100,18401451904091886,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,Body hyperpigmentation gworls - come to the front 💚 Here’s a Pastry Skincare kit worth your money 🤭 Shop our minis on www.pastryskincare.co.za and @beautyontapp,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
2000824997974370,VIDEO,1393923599331521,116534118031737_1033977399625689,18109345202471107,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Hand creams by need,Hand creams,Get to know our actives powered hand creams and when. You should be using each Pastry Skincare handcream ✨  Shop online or instore @beautyontapp 🛍️  #pastryskin,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
2029084745161865,VIDEO,1718159162937839,116534118031737_1718159162937839,18086327558629012,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Festive duo kits gift ad,Duo kits,The perfect gift for yourself or a loved one 😍  Our limited edition festive duo kits have been carefully curated to cater to your skin and to make shopping Past,SEE_DETAILS,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
2029900707640980,VIDEO,1593896072410117,116534118031737_1053776467645782,18387364795161272,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,NOT IN SOURCE (caption only),NOT VERIFIED,Add lightweight Niacinamide and Hyaluronic Acid hydration to a face-and-body routine. Shop online at pastryskincare.co.za. DHL Express international delivery is,SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
2050311515844483,VIDEO,1794498635041481,116534118031737_1033971016292994,18099052280209045,NOT VERIFIED (instagram.com/facebook.com blocked by egress policy; IG account not exposed to connector),NOT IN SOURCE (only ad/creative creation dates available),NOT IN SOURCE,Salicylic Acid + Vitamin C (canary test copy of original),Salicylic Acid Body Wash + Vitamin C Body Cream,"Salicylic Acid + Vitamin C = your go-to duo for clearer, brighter skin ✨🍊  This powerful combination helps exfoliate, unclog pores, and visibly fade blemishes a",SHOP_NOW,paid metrics (ad level) only; video NOT WATCHED,NOT ACCESSIBLE (no Instagram professional account exposed to connector),ads_get_creatives; captured 2026-09-06 10:26-10:45 UTC
