build_id,campaign,ad_group,keyword,match_type,max_cpc_zar,final_url,product,feed_price_zar,feed_evidence,demand_evidence,live_bid_evidence,serving_evidence,rationale,url_source,live_page_check
C1,Pastry | Search | Body Wash | ZA | 2026-09,Glycolic Acid Body Wash,glycolic acid body wash,EXACT,4.50,https://pastryskincare.co.za/products/glycolic-acid-body-wash,Glycolic Acid Body Wash,R330,"shopify_ZZ_9322850550001_* (4 variants IN_STOCK, R330-R340)","Semrush ZA 720/mo, CPC $0.28, KD 17","first-page est R4.08, top R5.12, QS 8","28d: 571 impr, 37 clicks, R107.17, 1 GA4 purchases R622.25",proven: 1 purchase 28d + Shopping purchases; bid to first-page est,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C1,Pastry | Search | Body Wash | ZA | 2026-09,Salicylic Acid Body Wash,body wash for body acne,EXACT,3.50,https://pastryskincare.co.za/products/salicylic-acid-body-wash,Salicylic Acid Body Wash,R330,"shopify_ZZ_8772643487985_* (6 variants IN_STOCK, R330-R340)",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C1,Pastry | Search | Body Wash | ZA | 2026-09,Salicylic Acid Body Wash,back acne body wash,EXACT,3.50,https://pastryskincare.co.za/products/salicylic-acid-body-wash,Salicylic Acid Body Wash,R330,"shopify_ZZ_8772643487985_* (6 variants IN_STOCK, R330-R340)","Semrush ZA 20/mo, CPC $0, KD 0",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C1,Pastry | Search | Body Wash | ZA | 2026-09,Salicylic Acid Body Wash,salicylic acid shower gel,EXACT,3.50,https://pastryskincare.co.za/products/salicylic-acid-body-wash,Salicylic Acid Body Wash,R330,"shopify_ZZ_8772643487985_* (6 variants IN_STOCK, R330-R340)",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C1,Pastry | Search | Body Wash | ZA | 2026-09,Lactic Acid Body Wash,lactic acid body wash,EXACT,4.00,https://pastryskincare.co.za/products/lactic-acid-body-wash,Lactic Acid Body Wash,R310,"shopify_ZZ_8772640964849_* (2 variants IN_STOCK, R310)","Semrush ZA 40/mo, CPC $0.18, KD 0","first-page est R3.59, top R5.12, QS 7","28d: 49 impr, 3 clicks, R8.78, 0 GA4 purchases R0.00","phrase variant produced 1 purchase R1,270 in 28d",verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C1,Pastry | Search | Body Wash | ZA | 2026-09,Lactic Acid Body Wash,lactic acid body wash,PHRASE,4.00,https://pastryskincare.co.za/products/lactic-acid-body-wash,Lactic Acid Body Wash,R310,"shopify_ZZ_8772640964849_* (2 variants IN_STOCK, R310)","Semrush ZA 40/mo, CPC $0.18, KD 0","first-page est R9.09, top R11.35, QS 7","28d: 26 impr, 4 clicks, R11.88, 1 GA4 purchases R1270.00",,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C1,Pastry | Search | Body Wash | ZA | 2026-09,Lactic Acid Body Wash,body wash for sensitive skin,EXACT,3.00,https://pastryskincare.co.za/products/lactic-acid-body-wash,Lactic Acid Body Wash,R310,"shopify_ZZ_8772640964849_* (2 variants IN_STOCK, R310)","Semrush ZA 170/mo, CPC $0.73, KD 13",no live bid estimate (keyword not in account),no 28d serving history,test: product copy already positions lactic as gentle/sensitive,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C1,Pastry | Search | Body Wash | ZA | 2026-09,Lactic Acid Body Wash,body wash for keratosis pilaris,EXACT,3.00,https://pastryskincare.co.za/products/lactic-acid-body-wash,Lactic Acid Body Wash,R310,"shopify_ZZ_8772640964849_* (2 variants IN_STOCK, R310)","Semrush ZA 30/mo, CPC $0, KD 0",no live bid estimate (keyword not in account),no 28d serving history,test,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C1,Pastry | Search | Body Wash | ZA | 2026-09,Mandelic Acid Body Wash,mandelic acid body wash,EXACT,3.00,https://pastryskincare.co.za/products/mandelic-acid-body-wash,Mandelic Acid Body Wash,R545,shopify_ZZ_9598972199153_48196957405425 Fragrance Free IN_STOCK R545; Blackcurrant variant OUT_OF_STOCK,no Semrush ZA row,"first-page est R2.50, top R2.90, QS 8","28d: 275 impr, 40 clicks, R116.57, 0 GA4 purchases R0.00",40 clicks 0 purchases 28d; only R545 fragrance-free variant in stock; low bid + stop rule,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C1,Pastry | Search | Body Wash | ZA | 2026-09,Mandelic Acid Body Wash,mandelic acid body wash,PHRASE,3.00,https://pastryskincare.co.za/products/mandelic-acid-body-wash,Mandelic Acid Body Wash,R545,shopify_ZZ_9598972199153_48196957405425 Fragrance Free IN_STOCK R545; Blackcurrant variant OUT_OF_STOCK,no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C1,Pastry | Search | Body Wash | ZA | 2026-09,Brightening Body Wash (concern),body wash for hyperpigmentation,EXACT,4.00,https://pastryskincare.co.za/products/glycolic-acid-body-wash,Glycolic Acid Body Wash,R330,"shopify_ZZ_9322850550001_* (4 variants IN_STOCK, R330-R340)","Semrush ZA 20/mo, CPC $0.41, KD 0",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C1,Pastry | Search | Body Wash | ZA | 2026-09,Brightening Body Wash (concern),brightening body wash,EXACT,4.00,https://pastryskincare.co.za/products/glycolic-acid-body-wash,Glycolic Acid Body Wash,R330,"shopify_ZZ_9322850550001_* (4 variants IN_STOCK, R330-R340)",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,seen as brand-campaign query,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C1,Pastry | Search | Body Wash | ZA | 2026-09,Brightening Body Wash (concern),body wash for dark marks,EXACT,3.50,https://pastryskincare.co.za/products/glycolic-acid-body-wash,Glycolic Acid Body Wash,R330,"shopify_ZZ_9322850550001_* (4 variants IN_STOCK, R330-R340)",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C1,Pastry | Search | Body Wash | ZA | 2026-09,Brightening Body Wash (concern),body wash for dark inner thighs,EXACT,3.50,https://pastryskincare.co.za/products/glycolic-acid-body-wash,Glycolic Acid Body Wash,R330,"shopify_ZZ_9322850550001_* (4 variants IN_STOCK, R330-R340)",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,"Shopping term ""how to remove dark inner thighs"" produced a purchase",verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C1,Pastry | Search | Body Wash | ZA | 2026-09,Brightening Body Wash (concern),exfoliating body wash,EXACT,3.50,https://pastryskincare.co.za/products/glycolic-acid-body-wash,Glycolic Acid Body Wash,R330,"shopify_ZZ_9322850550001_* (4 variants IN_STOCK, R330-R340)","Semrush ZA 210/mo, CPC $0.28, KD 20",no live bid estimate (keyword not in account),no 28d serving history,Shopping history: 9 clicks,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C1,Pastry | Search | Body Wash | ZA | 2026-09,Brightening Body Wash (concern),body wash for strawberry legs,EXACT,3.50,https://pastryskincare.co.za/products/glycolic-acid-body-wash,Glycolic Acid Body Wash,R330,"shopify_ZZ_9322850550001_* (4 variants IN_STOCK, R330-R340)",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,existing description copy mentions strawberry skin,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Niacinamide Body Lotion,niacinamide body lotion,EXACT,6.50,https://pastryskincare.co.za/products/niacinamide-body-lotion,Niacinamide Body Lotion,R325,"shopify_ZZ_8772641751281_* (2 variants IN_STOCK, R325-R335)","Semrush ZA 320/mo, CPC $0.29, KD 13","first-page est R6.47, top R7.56, QS 7","28d: 122 impr, 8 clicks, R23.64, 0 GA4 purchases R0.00","phrase variant: 4 purchases R2,785 in 28d at 18% IS; exact IS 24%; bid to first-page est",verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Niacinamide Body Lotion,niacinamide body lotion,PHRASE,6.50,https://pastryskincare.co.za/products/niacinamide-body-lotion,Niacinamide Body Lotion,R325,"shopify_ZZ_8772641751281_* (2 variants IN_STOCK, R325-R335)","Semrush ZA 320/mo, CPC $0.29, KD 13","first-page est R11.35, top R14.86, QS 7","28d: 242 impr, 54 clicks, R152.34, 4 GA4 purchases R2785.25",,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Niacinamide Body Lotion,niacinamide lotion,EXACT,5.00,https://pastryskincare.co.za/products/niacinamide-body-lotion,Niacinamide Body Lotion,R325,"shopify_ZZ_8772641751281_* (2 variants IN_STOCK, R325-R335)",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,Shopping purchase history,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Niacinamide Body Lotion,niacinamide body moisturiser,EXACT,4.00,https://pastryskincare.co.za/products/niacinamide-body-lotion,Niacinamide Body Lotion,R325,"shopify_ZZ_8772641751281_* (2 variants IN_STOCK, R325-R335)",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,test,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Brightening Body Lotion (concern),brightening body lotion,EXACT,4.50,https://pastryskincare.co.za/products/niacinamide-body-lotion,Niacinamide Body Lotion,R325,"shopify_ZZ_8772641751281_* (2 variants IN_STOCK, R325-R335)","Semrush ZA 390/mo, CPC $0.3, KD 10",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Brightening Body Lotion (concern),skin brightening body lotion,EXACT,4.50,https://pastryskincare.co.za/products/niacinamide-body-lotion,Niacinamide Body Lotion,R325,"shopify_ZZ_8772641751281_* (2 variants IN_STOCK, R325-R335)","Semrush ZA 260/mo, CPC $0.34, KD 15",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Brightening Body Lotion (concern),body lotion for hyperpigmentation,EXACT,5.00,https://pastryskincare.co.za/products/niacinamide-body-lotion,Niacinamide Body Lotion,R325,"shopify_ZZ_8772641751281_* (2 variants IN_STOCK, R325-R335)","Semrush ZA 30/mo, CPC $0.87, KD 0",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Brightening Body Lotion (concern),body lotion for glowing skin,EXACT,4.00,https://pastryskincare.co.za/products/niacinamide-body-lotion,Niacinamide Body Lotion,R325,"shopify_ZZ_8772641751281_* (2 variants IN_STOCK, R325-R335)","Semrush ZA 260/mo, CPC $0.49, KD 13",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Brightening Body Lotion (concern),body lotion for dark spots,EXACT,4.00,https://pastryskincare.co.za/products/niacinamide-body-lotion,Niacinamide Body Lotion,R325,"shopify_ZZ_8772641751281_* (2 variants IN_STOCK, R325-R335)",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,test; no ZA row,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Brightening Body Lotion (concern),even tone body lotion,EXACT,3.50,https://pastryskincare.co.za/products/niacinamide-body-lotion,Niacinamide Body Lotion,R325,"shopify_ZZ_8772641751281_* (2 variants IN_STOCK, R325-R335)",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,test,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Vitamin C Body Cream,vitamin c body cream,EXACT,4.50,https://pastryskincare.co.za/products/vitamin-c-body-cream,Vitamin C Body Cream,R285,"shopify_ZZ_8825020055793_* (2 variants IN_STOCK, R285-R295)","Semrush ZA 20/mo, CPC $0.3, KD 0","first-page est R9.09, top R9.09, QS 4","28d: 9 impr, 1 clicks, R2.94, 0 GA4 purchases R0.00",QS 4 in current build (ad relevance); new dedicated RSA should lift it,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Vitamin C Body Cream,vitamin c body lotion,EXACT,4.50,https://pastryskincare.co.za/products/vitamin-c-body-cream,Vitamin C Body Cream,R285,"shopify_ZZ_8825020055793_* (2 variants IN_STOCK, R285-R295)","Semrush ZA 390/mo, CPC $0.28, KD 16",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Vitamin C Body Cream,vitamin c body cream,PHRASE,4.00,https://pastryskincare.co.za/products/vitamin-c-body-cream,Vitamin C Body Cream,R285,"shopify_ZZ_8825020055793_* (2 variants IN_STOCK, R285-R295)","Semrush ZA 20/mo, CPC $0.3, KD 0","first-page est R29.99, top R29.99, QS 4","28d: 19 impr, 4 clicks, R11.94, 0 GA4 purchases R0.00",,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Niacinamide Body Butter,niacinamide body butter,EXACT,3.00,https://pastryskincare.co.za/products/niacinamide-body-butter,Niacinamide Body Butter,R205,"shopify_ZZ_8772641226993_* (2 variants IN_STOCK, R205-R210)",no Semrush ZA row,"first-page est R0.99, top R0.00, QS 10","28d: 16 impr, 0 clicks, R0.00, 0 GA4 purchases R0.00","QS 10, first-page est R0.99; Shopping purchase history",verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Niacinamide Body Butter,body butter for dark marks,EXACT,3.00,https://pastryskincare.co.za/products/niacinamide-body-butter,Niacinamide Body Butter,R205,"shopify_ZZ_8772641226993_* (2 variants IN_STOCK, R205-R210)",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,test,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Hyaluronic Acid Body Lotion,hyaluronic acid body lotion,EXACT,5.00,https://pastryskincare.co.za/products/hyaluronic-acid-body-lotion,Hyaluronic Acid Body Lotion,R290,shopify_ZZ_8772640178417_46009743147249 Fragrance Free IN_STOCK R290; Vanilla OUT_OF_STOCK,"Semrush ZA 90/mo, CPC $0.54, KD 9","first-page est R9.09, top R11.35, QS 7","28d: 18 impr, 1 clicks, R2.90, 0 GA4 purchases R0.00",first-page est R9.09; test at R5 with stop rule,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Hyaluronic Acid Body Lotion,body lotion for dry skin,EXACT,3.50,https://pastryskincare.co.za/products/hyaluronic-acid-body-lotion,Hyaluronic Acid Body Lotion,R290,shopify_ZZ_8772640178417_46009743147249 Fragrance Free IN_STOCK R290; Vanilla OUT_OF_STOCK,"Semrush ZA 480/mo, CPC $0.24, KD 16",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Overnight Body Treatment (BHA),bha overnight body balm,EXACT,3.00,https://pastryskincare.co.za/products/bha-overnight-body-balm,BHA Overnight Body Balm,R385,"shopify_ZZ_8825004228849_* (2 variants IN_STOCK, R385)",no Semrush ZA row,"first-page est R1.39, top R0.00, QS -","28d: 10 impr, 4 clicks, R11.64, 0 GA4 purchases R0.00",first-page est R1.39,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Overnight Body Treatment (BHA),overnight body balm,EXACT,3.00,https://pastryskincare.co.za/products/bha-overnight-body-balm,BHA Overnight Body Balm,R385,"shopify_ZZ_8825004228849_* (2 variants IN_STOCK, R385)",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Overnight Body Treatment (BHA),bha body balm,EXACT,3.00,https://pastryskincare.co.za/products/bha-overnight-body-balm,BHA Overnight Body Balm,R385,"shopify_ZZ_8825004228849_* (2 variants IN_STOCK, R385)",no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,BHA Body Gel Serum,bha body gel,EXACT,3.00,https://pastryskincare.co.za/products/bha-body-gel,BHA Body Gel Serum,R210,shopify_ZZ_8772638114033_46213001543921 IN_STOCK R210,no Semrush ZA row,"first-page est R3.88, top R3.88, QS 10","28d: 6 impr, 1 clicks, R2.76, 0 GA4 purchases R0.00",QS 10,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,BHA Body Gel Serum,bha body serum,EXACT,3.00,https://pastryskincare.co.za/products/bha-body-gel,BHA Body Gel Serum,R210,shopify_ZZ_8772638114033_46213001543921 IN_STOCK R210,no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,BHA Body Gel Serum,salicylic acid body serum,EXACT,3.50,https://pastryskincare.co.za/products/bha-body-gel,BHA Body Gel Serum,R210,shopify_ZZ_8772638114033_46213001543921 IN_STOCK R210,no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Brightening Body Oil,brightening body oil,EXACT,3.50,https://pastryskincare.co.za/products/brightening-body-oil-vitamin-c,Brightening Body Oil,R385,shopify_ZZ_9322841997553_46993404330225 IN_STOCK R385 (image_unwanted_overlays affects Shopping only),"Semrush ZA 70/mo, CPC $0.31, KD 0",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Brightening Body Oil,vitamin c body oil,EXACT,3.00,https://pastryskincare.co.za/products/brightening-body-oil-vitamin-c,Brightening Body Oil,R385,shopify_ZZ_9322841997553_46993404330225 IN_STOCK R385 (image_unwanted_overlays affects Shopping only),no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C2,Pastry | Search | Body Lotion & Treatment | ZA | 2026-09,Brightening Body Oil,body oil for dark marks,EXACT,3.00,https://pastryskincare.co.za/products/brightening-body-oil-vitamin-c,Brightening Body Oil,R385,shopify_ZZ_9322841997553_46993404330225 IN_STOCK R385 (image_unwanted_overlays affects Shopping only),no Semrush ZA row,no live bid estimate (keyword not in account),no 28d serving history,test,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Dark Underarms (deodorant),anti pigmentation deodorant,EXACT,5.00,https://pastryskincare.co.za/products/anti-pigmentation-deodorant-linen-fresh-fragrance,Anti Pigmentation Deodorant,R250,"shopify_ZZ_8772636180721_* (2 variants IN_STOCK, R250)",no Semrush ZA row,"first-page est R9.09, top R14.86, QS 8","28d: 45 impr, 1 clicks, R2.90, 0 GA4 purchases R0.00","first-page est R9.09, QS 8; step to R5.00",verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Dark Underarms (deodorant),deodorant for dark underarms,EXACT,5.00,https://pastryskincare.co.za/products/anti-pigmentation-deodorant-linen-fresh-fragrance,Anti Pigmentation Deodorant,R250,"shopify_ZZ_8772636180721_* (2 variants IN_STOCK, R250)","Semrush ZA 20/mo, CPC $0.39, KD 0",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
C3,Pastry | Search | Concern Intent | ZA | 2026-09,Dark Underarms (deodorant),deodorant for dark underarms,PHRASE,4.50,https://pastryskincare.co.za/products/anti-pigmentation-deodorant-linen-fresh-fragrance,Anti Pigmentation Deodorant,R250,"shopify_ZZ_8772636180721_* (2 variants IN_STOCK, R250)","Semrush ZA 20/mo, CPC $0.39, KD 0",no live bid estimate (keyword not in account),no 28d serving history,,verified in account (existing keyword/ad final URL),NOT VERIFIED (egress blocked in session)
