brand_collection_id,brand_collection_title,brand_collection_handle,pill_slot,pill_label,qualifying_product_count,qualifying_product_ids,display_eligibility,destination_priority_1_existing,destination_priority_2_filter_url,destination_recommended,new_collection_required,proposed_collection_title,proposed_collection_handle,proposed_collection_type,proposed_collection_conditions_or_membership,duplicate_check,canonical_indexability,destination_confidence,destination_blocker,validation_status,validation_evidence
444217262339,ANUA,anua,5,Exfoliators,2,8929404092675;8929404190979,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,ANUA Exfoliators,anua-exfoliators,manual,exact product IDs: 8929404092675;8929404190979 (expected count 2),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,no clean vendor+type/title rule reproduces the exact set — manual membership is the only exact expression; re-derive on catalog change,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'anua-exfoliators' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/anua.json; manual membership = listed IDs verbatim
444217262339,ANUA,anua,6,Moisturisers,2,8929399898371;8929399865603,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),candidate https://beautyontapp.com/collections/anua?filter.p.product_type=Moisturiser — FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (automated (smart)),YES,ANUA Moisturisers,anua-moisturisers,automated (smart),conditions (ALL): Product vendor EQUALS 'ANUA' AND Product type EQUALS 'Moisturiser'. Expected members: 8929399898371;8929399865603 (count 2),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),High,,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'anua-moisturisers' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/anua.json; automated rule verified by exact set-equality test over the complete VENDOR-ruled assortment
444217262339,ANUA,anua,7,Soothing,8,9290311532803;8929404158211;8929404125443;8929399963907;8929399931139;8929399898371;8929399865603;8929404059907,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,ANUA Soothing,anua-soothing,manual,exact product IDs: 9290311532803;8929404158211;8929404125443;8929399963907;8929399931139;8929399898371;8929399865603;8929404059907 (expected count 8),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,no clean vendor+type/title rule reproduces the exact set — manual membership is the only exact expression; re-derive on catalog change,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'anua-soothing' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/anua.json; manual membership = listed IDs verbatim
444217262339,ANUA,anua,8,Hydration,2,9030706987267;9029167612163,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,ANUA Hydration,anua-hydration,manual,exact product IDs: 9030706987267;9029167612163 (expected count 2),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,no clean vendor+type/title rule reproduces the exact set — manual membership is the only exact expression; re-derive on catalog change,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'anua-hydration' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/anua.json; manual membership = listed IDs verbatim
442297909507,Amazi,afrosundae,1,Face Serums,3,8929378500867;8929378468099;8929378369795,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Amazi Face Serums,amazi-face-serums,manual,exact product IDs: 8929378500867;8929378468099;8929378369795 (expected count 3),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,no clean vendor+type/title rule reproduces the exact set — manual membership is the only exact expression; re-derive on catalog change,valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'amazi-face-serums' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/afrosundae.json; manual membership = listed IDs verbatim
444383658243,Avène,avene,1,Moisturisers,9,8929403830531;8929403371779;8929403142403;8929403044099;8929403011331;9259485462787;8929405141251;8929403896067;8929403207939,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),candidate https://beautyontapp.com/collections/avene?filter.p.product_type=Moisturiser — FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Avène Moisturisers,avene-moisturisers,manual,exact product IDs: 8929403830531;8929403371779;8929403142403;8929403044099;8929403011331;9259485462787;8929405141251;8929403896067;8929403207939 (expected count 9),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,"brand collection is MANUAL (no vendor rule), so vendor-wide assortment completeness is unverifiable from the audited dump — an automated vendor rule could pull unaudited products; manual membership is the safe exact expression",valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'avene-moisturisers' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/avene.json; manual membership = listed IDs verbatim
444383658243,Avène,avene,2,Sunscreen,6,8929403994371;8929403961603;8929403928835;8929403339011;9270629040387;8929403666691,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Avène Sunscreen,avene-sunscreen,manual,exact product IDs: 8929403994371;8929403961603;8929403928835;8929403339011;9270629040387;8929403666691 (expected count 6),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,"brand collection is MANUAL (no vendor rule), so vendor-wide assortment completeness is unverifiable from the audited dump — an automated vendor rule could pull unaudited products; manual membership is the safe exact expression",valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'avene-sunscreen' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/avene.json; manual membership = listed IDs verbatim
444383658243,Avène,avene,3,Cleansers,5,8929403437315;8929403404547;8929403240707;8929403175171;8929402913027,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Avène Cleansers,avene-cleansers,manual,exact product IDs: 8929403437315;8929403404547;8929403240707;8929403175171;8929402913027 (expected count 5),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,"brand collection is MANUAL (no vendor rule), so vendor-wide assortment completeness is unverifiable from the audited dump — an automated vendor rule could pull unaudited products; manual membership is the safe exact expression",valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'avene-cleansers' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/avene.json; manual membership = listed IDs verbatim
444383658243,Avène,avene,4,Face Serums,5,8929403764995;8929403109635;8929403633923;8929403273475;8929402978563,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),candidate https://beautyontapp.com/collections/avene?filter.p.product_type=Serum — FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Avène Face Serums,avene-face-serums,manual,exact product IDs: 8929403764995;8929403109635;8929403633923;8929403273475;8929402978563 (expected count 5),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,"brand collection is MANUAL (no vendor rule), so vendor-wide assortment completeness is unverifiable from the audited dump — an automated vendor rule could pull unaudited products; manual membership is the safe exact expression",valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'avene-face-serums' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/avene.json; manual membership = listed IDs verbatim
444383658243,Avène,avene,5,Exfoliators,2,8929403764995;8929402945795,SHOW,none — no existing brand-specific collection passes the brand+label test (all near-matches rejected; see audit/candidate_rejection_log.json),no uniform productType — not constructible; FAIL gate 7 — exact returned-ID equality cannot be verified: storefront returns HTTP 403 (Cloudflare bot protection) to all server-side fetches and theme grids run show_filters:false; Search & Discovery filter configuration unverified. Not recommended.,new_collection (manual),YES,Avène Exfoliators,avene-exfoliators,manual,exact product IDs: 8929403764995;8929402945795 (expected count 2),"no conflict — checked against 272 live handles (collections_all_fresh.json, 2026-07-21T16:46:44Z, sha256=2c79645d961f8db5…) and all proposals",new unique handle — no canonical conflict with any live handle; page will be indexable once published; title tag / meta description NOT VERIFIED — copy not written (per no-fabrication rule),Medium,"brand collection is MANUAL (no vendor rule), so vendor-wide assortment completeness is unverifiable from the audited dump — an automated vendor rule could pull unaudited products; manual membership is the safe exact expression",valid to create (planning): handle unique in snapshot; membership exact; source brand collection published to Online Store (Admin publishedOnPublication=true),snapshot collections_all_fresh.json (2026-07-21T16:46:44Z) sha256=2c79645d961f8db519bfc62927e2d929f6d24261baa1d9ce7f0a98fd7e8e7e3d; handle 'avene-exfoliators' absent from 272 live handles; member IDs drawn from Admin product records in scratchpad/brands/avene.json; manual membership = listed IDs verbatim
